Federal state,Community Name,Status,Population
Salzburg,Wals-Siezenheim,Other municipality,"13,056"
Salzburg,Weißbach bei Lofer,Other municipality,429
Salzburg,Weißpriach,Other municipality,306
Salzburg,Werfen,Market town,"3,027"
Salzburg,Werfenweng,Other municipality,"1,012"
Salzburg,Zederhaus,Other municipality,"1,196"
Salzburg,Zell am See,Other city,"9,852"
Steiermark,Admont,Market town,"5,010"
Steiermark,Aflenz,Market town,"2,417"
Steiermark,Aich,Other municipality,"1,294"
Steiermark,Aigen im Ennstal,Other municipality,"2,722"
Steiermark,Albersdorf-Prebuch,Other municipality,"2,037"
Steiermark,Allerheiligen bei Wildon,Other municipality,"1,470"
Steiermark,Altaussee,Other municipality,"1,878"
Steiermark,Altenmarkt bei Sankt Gallen,Market town,822
Steiermark,Anger,Market town,"4,098"
Steiermark,Ardning,Other municipality,"1,239"
Steiermark,Arnfels,Market town,"1,013"
Steiermark,Bad Aussee,Other city,"4,833"
Steiermark,Bad Blumau,Other municipality,"1,641"
Steiermark,Bad Gleichenberg,Other municipality,"5,314"
Steiermark,Bad Mitterndorf,Market town,"4,962"
Steiermark,Bad Radkersburg,Other city,"3,156"
Steiermark,Bad Waltersdorf,Market town,"3,790"
Steiermark,Bärnbach,Other city,"5,642"
Steiermark,Birkfeld,Market town,"4,992"
Steiermark,Breitenau am Hochlantsch,Market town,"1,706"
Steiermark,Bruck an der Mur,Other city,"15,885"
Steiermark,Buch-St. Magdalena,Other municipality,"2,171"
Steiermark,Burgau,Market town,"1,040"
Steiermark,Dechantskirchen,Other municipality,"2,042"
Steiermark,Deutsch Goritz,Other municipality,"1,816"
Steiermark,Deutschfeistritz,Market town,"4,311"
Steiermark,Deutschlandsberg,Other city,"11,604"
Steiermark,Dobl-Zwaring,Market town,"3,537"
Steiermark,Ebersdorf,Other municipality,"1,275"
Steiermark,Edelsbach bei Feldbach,Other municipality,"1,342"
Steiermark,Edelschrott,Market town,"1,735"
Steiermark,Eggersdorf bei Graz,Market town,"6,620"
Steiermark,Ehrenhausen an der Weinstraße,Market town,"2,558"
Steiermark,Eibiswald,Market town,"6,485"
Steiermark,Eichkögl,Other municipality,"1,310"
Steiermark,Eisenerz,Other city,"4,048"
Steiermark,Empersdorf,Other municipality,"1,376"
Steiermark,Fehring,Other city,"7,284"
Steiermark,Feistritztal,Other municipality,"2,417"
Steiermark,Feldbach,Other city,"13,369"
Steiermark,Feldkirchen bei Graz,Market town,"6,308"
Steiermark,Fernitz-Mellach,Other municipality,"4,804"
Steiermark,Fischbach,Other municipality,"1,528"
Steiermark,Fladnitz an der Teichalm,Other municipality,"1,792"
Steiermark,Floing,Other municipality,"1,195"
Steiermark,Fohnsdorf,Other municipality,"7,693"
Steiermark,Frauental an der Laßnitz,Market town,"2,894"
Steiermark,Friedberg,Other city,"2,601"
Steiermark,Frohnleiten,Other city,"6,655"
Steiermark,Fürstenfeld,Other city,"8,549"
Steiermark,Gaal,Other municipality,"1,376"
Steiermark,Gabersdorf,Other municipality,"1,227"
Steiermark,Gaishorn am See,Market town,"1,333"
Steiermark,Gamlitz,Market town,"3,248"
Steiermark,Gasen,Other municipality,915
Steiermark,Geistthal-Södingberg,Other municipality,"1,532"
Steiermark,Gersdorf an der Feistritz,Other municipality,"1,699"
Steiermark,Gleinstätten,Market town,"2,792"
Steiermark,Gleisdorf,Other city,"10,763"
Steiermark,Gnas,Market town,"6,046"
Steiermark,Gössendorf,Market town,"3,981"
Steiermark,Grafendorf bei Hartberg,Market town,"3,082"
Steiermark,Gralla,Market town,"2,390"
Steiermark,Gratkorn,Market town,"7,892"
Steiermark,Gratwein-Straßengel,Market town,"13,002"
Steiermark,Graz,Statutory city,"286,292"
Steiermark,Greinbach,Other municipality,"1,795"
Steiermark,Gröbming,Market town,"3,013"
Steiermark,Groß Sankt Florian,Market town,"4,150"
Steiermark,Großklein,Market town,"2,292"
Steiermark,Großsteinbach,Other municipality,"1,248"
Steiermark,Großwilfersdorf,Other municipality,"2,071"
Steiermark,Grundlsee,Other municipality,"1,199"
Steiermark,Gutenberg-Stenzengreith,Other municipality,"1,773"
Steiermark,Halbenrain,Market town,"1,747"
Steiermark,Hart bei Graz,Other municipality,"4,972"
Steiermark,Hartberg,Other city,"6,650"
Steiermark,Hartberg Umgebung,Other municipality,"2,248"
Steiermark,Hartl,Other municipality,"2,130"
Steiermark,Haselsdorf-Tobelbad,Other municipality,"1,426"
Steiermark,Haus,Market town,"2,429"
Steiermark,Hausmannstätten,Market town,"3,288"
Steiermark,Heiligenkreuz am Waasen,Market town,"2,787"
Steiermark,Heimschuh,Other municipality,"1,968"
Steiermark,Hengsberg,Other municipality,"1,445"
Steiermark,Hirschegg-Pack,Other municipality,"1,022"
Steiermark,Hitzendorf,Market town,"7,134"
Steiermark,Hofstätten an der Raab,Other municipality,"2,253"
Steiermark,Hohentauern,Other municipality,408
Steiermark,Ilz,Market town,"3,736"
Steiermark,Ilztal,Other municipality,"2,148"
Steiermark,Irdning-Donnersbachtal,Market town,"4,135"
Steiermark,Jagerberg,Market town,"1,653"
Steiermark,Judenburg,Other city,"9,960"
Steiermark,Kainach bei Voitsberg,Other municipality,"1,628"
Steiermark,Kainbach bei Graz,Other municipality,"2,834"
Steiermark,Kaindorf,Market town,"2,935"
Steiermark,Kalsdorf bei Graz,Market town,"6,954"
Steiermark,Kalwang,Market town,988
Steiermark,Kammern im Liesingtal,Market town,"1,600"
Steiermark,Kapfenberg,Other city,"22,798"
Steiermark,Kapfenstein,Other municipality,"1,557"
Steiermark,Kindberg,Other city,"8,047"
Steiermark,Kirchbach-Zerlach,Market town,"3,264"
Steiermark,Kirchberg an der Raab,Other municipality,"4,488"
Steiermark,Kitzeck im Sausal,Other municipality,"1,228"
Steiermark,Klöch,Market town,"1,192"
Steiermark,Knittelfeld,Other city,"12,626"
Steiermark,Kobenz,Market town,"1,864"
Steiermark,Köflach,Other city,"9,888"
Steiermark,Krakau,Other municipality,"1,419"
Steiermark,Kraubath an der Mur,Market town,"1,283"
Steiermark,Krieglach,Market town,"5,305"
Steiermark,Krottendorf-Gaisfeld,Other municipality,"2,463"
Steiermark,Kumberg,Market town,"3,843"
Steiermark,Lafnitz,Other municipality,"1,451"
Steiermark,Landl,Other municipality,"2,720"
Steiermark,Lang,Other municipality,"1,325"
Steiermark,Langenwang,Market town,"3,868"
Steiermark,Lannach,Market town,"3,459"
Steiermark,Lassing,Other municipality,"1,719"
Steiermark,Laßnitzhöhe,Market town,"2,817"
Steiermark,Lebring-Sankt Margarethen,Market town,"2,168"
Steiermark,Leibnitz,Other city,"12,201"
Steiermark,Leoben,Other city,"24,645"
Steiermark,Leutschach an der Weinstraße,Market town,"3,723"
Steiermark,Lieboch,Market town,"5,096"
Steiermark,Liezen,Other city,"8,191"
Steiermark,Ligist,Market town,"3,275"
Steiermark,Lobmingtal,Other municipality,"1,852"
Steiermark,Loipersdorf bei Fürstenfeld,Other municipality,"1,876"
Steiermark,Ludersdorf-Wilfersdorf,Other municipality,"2,397"
Steiermark,Maria Lankowitz,Market town,"2,858"
Steiermark,Mariazell,Other city,"3,813"
Steiermark,Markt Hartmannsdorf,Market town,"2,950"
Steiermark,Mautern in Steiermark,Market town,"1,766"
Steiermark,Mettersdorf am Saßbach,Market town,"1,282"
Steiermark,Michaelerberg-Pruggern,Other municipality,"1,188"
Steiermark,Miesenbach bei Birkfeld,Other municipality,696
Steiermark,Mitterberg-Sankt Martin,Other municipality,"1,933"
Steiermark,Mitterdorf an der Raab,Other municipality,"2,056"
Steiermark,Mooskirchen,Market town,"2,207"
Steiermark,Mortantsch,Other municipality,"2,182"
Steiermark,Mühlen,Market town,882
Steiermark,Murau,Other city,"3,629"
Steiermark,Mureck,Other city,"3,551"
Steiermark,Murfeld,Other municipality,"1,645"
Steiermark,Mürzzuschlag,Other city,"8,654"
Steiermark,Naas,Other municipality,"1,377"
Steiermark,Nestelbach bei Graz,Other municipality,"2,648"
Steiermark,Neuberg an der Mürz,Market town,"2,494"
Steiermark,Neudau,Market town,"1,495"
Steiermark,Neumarkt in der Steiermark,Market town,"4,963"
Steiermark,Niederwölz,Other municipality,596
Steiermark,Niklasdorf,Market town,"2,515"
Steiermark,Obdach,Market town,"3,810"
Steiermark,Oberhaag,Other municipality,"2,136"
Steiermark,Oberwölz,Other city,"2,960"
Steiermark,Öblarn,Market town,"2,024"
Steiermark,Ottendorf an der Rittschein,Other municipality,"1,560"
Steiermark,Paldau,Market town,"3,130"
Steiermark,Passail,Market town,"4,261"
Steiermark,Peggau,Market town,"2,199"
Steiermark,Pernegg an der Mur,Other municipality,"2,356"
Steiermark,Pinggau,Market town,"3,150"
Steiermark,Pirching am Traubenberg,Other municipality,"2,567"
Steiermark,Pischelsdorf am Kulm,Market town,"3,712"
Steiermark,Pölfing-Brunn,Market town,"1,619"
Steiermark,Pöllau,Market town,"6,054"
Steiermark,Pöllauberg,Other municipality,"2,049"
Steiermark,Pöls-Oberkurzheim,Market town,"2,969"
Steiermark,Pölstal,Market town,"2,670"
Steiermark,Preding,Market town,"1,767"
Steiermark,Premstätten,Market town,"6,068"
Steiermark,Proleb,Other municipality,"1,534"
Steiermark,Puch bei Weiz,Other municipality,"2,091"
Steiermark,Pusterwald,Other municipality,450
Steiermark,Raaba-Grambach,Market town,"4,420"
Steiermark,Radmer,Other municipality,559
Steiermark,Ragnitz,Other municipality,"1,469"
Steiermark,Ramsau am Dachstein,Other municipality,"2,812"
Steiermark,Ranten,Other municipality,"1,161"
Steiermark,Ratten,Other municipality,"1,122"
Steiermark,Rettenegg,Other municipality,741
Steiermark,Riegersburg,Market town,"4,922"
Steiermark,Rohr bei Hartberg,Other municipality,"1,457"
Steiermark,Rohrbach an der Lafnitz,Other municipality,"2,634"
Steiermark,Rosental an der Kainach,Other municipality,"1,678"
Steiermark,Rottenmann,Other city,"5,232"
Steiermark,Sankt Andrä-Höch,Other municipality,"1,731"
Steiermark,Sankt Anna am Aigen,Market town,"2,334"
Steiermark,Sankt Barbara im Mürztal,Market town,"6,583"
Steiermark,Sankt Bartholomä,Other municipality,"1,442"
Steiermark,Sankt Gallen,Market town,"1,821"
Steiermark,Sankt Georgen am Kreischberg,Other municipality,"1,766"
Steiermark,Sankt Georgen an der Stiefing,Market town,"1,475"
Steiermark,Sankt Georgen ob Judenburg,Other municipality,850
Steiermark,Sankt Jakob im Walde,Other municipality,"1,056"
Steiermark,Sankt Johann im Saggautal,Other municipality,"2,023"
Steiermark,Sankt Johann in der Haide,Other municipality,"2,159"
Steiermark,Sankt Josef (Weststeiermark),Other municipality,"1,601"
Steiermark,Sankt Kathrein am Offenegg,Other municipality,"1,086"
Steiermark,Sankt Lambrecht,Market town,"1,841"
Steiermark,Sankt Lorenzen am Wechsel,Other municipality,"1,487"
Steiermark,Sankt Lorenzen im Mürztal,Market town,"3,626"
Steiermark,Sankt Marein bei Graz,Market town,"3,675"
Steiermark,Sankt Marein im Mürztal,Market town,"2,713"
Steiermark,Sankt Marein-Feistritz,Other municipality,"2,010"
Steiermark,Sankt Margarethen bei Knittelfeld,Other municipality,"2,750"
Steiermark,Sankt Martin am Wöllmißberg,Other municipality,790
Steiermark,Sankt Martin im Sulmtal,Other municipality,"3,059"
Steiermark,Sankt Michael in Obersteiermark,Market town,"3,060"
Steiermark,Sankt Nikolai im Sausal,Market town,"2,257"
Steiermark,Sankt Oswald bei Plankenwarth,Other municipality,"1,244"
Steiermark,Sankt Peter am Ottersbach,Market town,"2,950"
Steiermark,Sankt Peter im Sulmtal,Other municipality,"1,268"
Steiermark,Sankt Peter ob Judenburg,Other municipality,"1,108"
Steiermark,Sankt Peter-Freienstein,Market town,"2,383"
Steiermark,Sankt Radegund bei Graz,Other municipality,"2,165"
Steiermark,Sankt Ruprecht an der Raab,Market town,"5,300"
Steiermark,Sankt Stefan im Rosental,Market town,"3,947"
Steiermark,Sankt Stefan ob Leoben,Other municipality,"1,930"
Steiermark,Sankt Stefan ob Stainz,Other municipality,"3,571"
Steiermark,Sankt Veit in der Südsteiermark,Market town,"4,062"
Steiermark,Schäffern,Other municipality,"1,374"
Steiermark,Scheifling,Market town,"2,134"
Steiermark,Schladming,Other city,"6,660"
Steiermark,Schöder,Other municipality,942
Steiermark,Schwanberg,Market town,"4,566"
Steiermark,Schwarzautal,Market town,"2,310"
Steiermark,Seckau,Market town,"1,281"
Steiermark,Seiersberg-Pirka,Other municipality,"11,187"
Steiermark,Selzthal,Other municipality,"1,593"
Steiermark,Semriach,Market town,"3,323"
Steiermark,Sinabelkirchen,Market town,"4,223"
Steiermark,Söchau,Other municipality,"1,413"
Steiermark,Söding-Sankt Johann,Other municipality,"4,091"
Steiermark,Sölk,Other municipality,"1,494"
Steiermark,Spielberg,Other city,"5,383"
Steiermark,Spital am Semmering,Other municipality,"1,595"
Steiermark,St. Kathrein am Hauenstein,Other municipality,633
Steiermark,St. Margarethen an der Raab,Market town,"4,074"
Steiermark,St. Peter am Kammersberg,Market town,"2,043"
Steiermark,Stadl-Predlitz,Other municipality,"1,684"
Steiermark,Stainach-Pürgg,Market town,"2,850"
Steiermark,Stainz,Market town,"8,653"
Steiermark,Stallhofen,Market town,"3,118"
Steiermark,Stanz im Mürztal,Other municipality,"1,827"
Steiermark,Stattegg,Other municipality,"2,927"
Steiermark,Stiwoll,Other municipality,722
Steiermark,Straden,Market town,"3,601"
Steiermark,Strallegg,Other municipality,"1,925"
Steiermark,Straß in Steiermark,Market town,"4,852"
Steiermark,Stubenberg,Other municipality,"2,171"
Steiermark,Teufenbach-Katsch,Other municipality,"1,899"
Steiermark,Thal,Market town,"2,261"
Steiermark,Thannhausen,Other municipality,"2,429"
Steiermark,Thörl,Market town,"2,295"
Steiermark,Tieschen,Market town,"1,260"
Steiermark,Tillmitsch,Other municipality,"3,284"
Steiermark,Traboch,Other municipality,"1,384"
Steiermark,Tragöß-Sankt Katharein,Other municipality,"1,894"
Steiermark,Trieben,Other city,"3,390"
Steiermark,Trofaiach,Other city,"11,125"
Steiermark,Turnau,Market town,"1,561"
Steiermark,Übelbach,Market town,"2,036"
Steiermark,Unterlamm,Other municipality,"1,264"
Steiermark,Unzmarkt-Frauenburg,Market town,"1,346"
Steiermark,Vasoldsberg,Market town,"4,572"
Steiermark,Voitsberg,Other city,"9,403"
Steiermark,Vorau,Market town,"4,731"
Steiermark,Vordernberg,Market town,"1,045"
Steiermark,Wagna,Market town,"5,859"
Steiermark,Wald am Schoberpaß,Other municipality,586
Steiermark,Waldbach-Mönichwald,Other municipality,"1,523"
Steiermark,Weinitzen,Other municipality,"2,617"
Steiermark,Weißkirchen in Steiermark,Market town,"4,853"
Steiermark,Weiz,Other city,"11,627"
Steiermark,Wenigzell,Other municipality,"1,391"
Steiermark,Werndorf,Other municipality,"2,365"
Steiermark,Wettmannstätten,Market town,"1,600"
Steiermark,Wies,Market town,"4,438"
Steiermark,Wildalpen,Other municipality,464
Steiermark,Wildon,Market town,"5,367"
Steiermark,Wörschach,Other municipality,"1,122"
Steiermark,Wundschuh,Other municipality,"1,599"
Steiermark,Zeltweg,Other city,"7,212"
Tirol,Abfaltersbach,Other municipality,630
Tirol,Absam,Other municipality,"7,112"
Tirol,Achenkirch,Other municipality,"2,185"
Tirol,Ainet,Other municipality,936
Tirol,Aldrans,Other municipality,"2,684"
Tirol,Alpbach,Other municipality,"2,561"
Tirol,Amlach,Other municipality,489
Tirol,Ampass,Other municipality,"1,827"
Tirol,Angath,Other municipality,"1,008"
Tirol,Angerberg,Other municipality,"1,890"
Tirol,Anras,Other municipality,"1,233"
Tirol,Arzl im Pitztal,Other municipality,"3,134"
Tirol,Aschau im Zillertal,Other municipality,"1,866"
Tirol,Assling,Other municipality,"1,769"
Tirol,Aurach bei Kitzbühel,Other municipality,"1,130"
Tirol,Außervillgraten,Other municipality,760
Tirol,Axams,Other municipality,"5,996"
Tirol,Bach,Other municipality,614
Tirol,Bad Häring,Other municipality,"2,777"
Tirol,Baumkirchen,Other municipality,"1,284"
Tirol,Berwang,Other municipality,565
Tirol,Biberwier,Other municipality,628
Tirol,Bichlbach,Other municipality,788
Tirol,Birgitz,Other municipality,"1,419"
Tirol,Brandberg,Other municipality,354
Tirol,Brandenberg,Other municipality,"1,523"
Tirol,Breitenbach am Inn,Other municipality,"3,475"
Tirol,Breitenwang,Other municipality,"1,423"
Tirol,Brixen im Thale,Other municipality,"2,639"
Tirol,Brixlegg,Market town,"2,970"
Tirol,Bruck am Ziller,Other municipality,"1,098"
Tirol,Buch in Tirol,Other municipality,"2,548"
Tirol,Dölsach,Other municipality,"2,338"
Tirol,Ebbs,Other municipality,"5,601"
Tirol,Eben am Achensee,Other municipality,"3,180"
Tirol,Ehenbichl,Other municipality,824
Tirol,Ehrwald,Other municipality,"2,593"
Tirol,Elbigenalp,Other municipality,889
Tirol,Ellbögen,Other municipality,"1,109"
Tirol,Ellmau,Other municipality,"2,828"
Tirol,Elmen,Other municipality,373
Tirol,Erl,Other municipality,"1,540"
Tirol,Faggen,Other municipality,383
Tirol,Fendels,Other municipality,259
Tirol,Fieberbrunn,Market town,"4,287"
Tirol,Finkenberg,Other municipality,"1,421"
Tirol,Fiss,Other municipality,"1,009"
Tirol,Flaurling,Other municipality,"1,285"
Tirol,Fließ,Other municipality,"3,019"
Tirol,Flirsch,Other municipality,990
Tirol,Forchach,Other municipality,259
Tirol,Fritzens,Other municipality,"2,148"
Tirol,Fügen,Other municipality,"4,169"
Tirol,Fügenberg,Other municipality,"1,405"
Tirol,Fulpmes,Market town,"4,378"
Tirol,Gaimberg,Other municipality,822
Tirol,Gallzein,Other municipality,668
Tirol,Galtür,Other municipality,765
Tirol,Gerlos,Other municipality,790
Tirol,Gerlosberg,Other municipality,465
Tirol,Gnadenwald,Other municipality,826
Tirol,Going am Wilden Kaiser,Other municipality,"1,849"
Tirol,Götzens,Other municipality,"4,062"
Tirol,Gramais,Other municipality,45
Tirol,Grän,Other municipality,599
Tirol,Gries am Brenner,Other municipality,"1,361"
Tirol,Gries im Sellrain,Other municipality,610
Tirol,Grins,Other municipality,"1,398"
Tirol,Grinzens,Other municipality,"1,399"
Tirol,Gschnitz,Other municipality,434
Tirol,Haiming,Other municipality,"4,659"
Tirol,Hainzenberg,Other municipality,731
Tirol,Hall in Tirol,Other city,"13,897"
Tirol,Hart im Zillertal,Other municipality,"1,587"
Tirol,Häselgehr,Other municipality,690
Tirol,Hatting,Other municipality,"1,444"
Tirol,Heinfels,Other municipality,977
Tirol,Heiterwang,Other municipality,532
Tirol,Hinterhornbach,Other municipality,92
Tirol,Hippach,Other municipality,"1,455"
Tirol,Hochfilzen,Other municipality,"1,196"
Tirol,Höfen,Other municipality,"1,200"
Tirol,Holzgau,Other municipality,412
Tirol,Hopfgarten im Brixental,Market town,"5,677"
Tirol,Hopfgarten in Defereggen,Other municipality,704
Tirol,Imst,Other city,"10,504"
Tirol,Imsterberg,Other municipality,777
Tirol,Innervillgraten,Other municipality,938
Tirol,Innsbruck,Statutory city,"132,493"
Tirol,Inzing,Other municipality,"3,847"
Tirol,Ischgl,Other municipality,"1,593"
Tirol,Iselsberg-Stronach,Other municipality,596
Tirol,Itter,Other municipality,"1,150"
Tirol,Jenbach,Market town,"7,120"
Tirol,Jerzens,Other municipality,975
Tirol,Jochberg,Other municipality,"1,577"
Tirol,Jungholz,Other municipality,301
Tirol,Kaisers,Other municipality,76
Tirol,Kals am Großglockner,Other municipality,"1,142"
Tirol,Kaltenbach,Other municipality,"1,313"
Tirol,Kappl,Other municipality,"2,617"
Tirol,Karres,Other municipality,609
Tirol,Karrösten,Other municipality,676
Tirol,Kartitsch,Other municipality,803
Tirol,Kaunerberg,Other municipality,437
Tirol,Kaunertal,Other municipality,597
Tirol,Kauns,Other municipality,502
Tirol,Kematen in Tirol,Other municipality,"2,931"
Tirol,Kirchberg in Tirol,Other municipality,"5,245"
Tirol,Kirchbichl,Other municipality,"5,855"
Tirol,Kirchdorf in Tirol,Other municipality,"3,936"
Tirol,Kitzbühel,Other city,"8,272"
Tirol,Kolsass,Other municipality,"1,626"
Tirol,Kolsassberg,Other municipality,817
Tirol,Kössen,Other municipality,"4,346"
Tirol,Kramsach,Other municipality,"4,891"
Tirol,Kufstein,Other city,"19,223"
Tirol,Kundl,Market town,"4,464"
Tirol,Ladis,Other municipality,531
Tirol,Landeck,Other city,"7,725"
Tirol,Längenfeld,Other municipality,"4,611"
Tirol,Langkampfen,Other municipality,"4,108"
Tirol,Lans,Other municipality,"1,096"
Tirol,Lavant,Other municipality,320
Tirol,Lechaschau,Other municipality,"2,108"
Tirol,Leisach,Other municipality,729
Tirol,Lermoos,Other municipality,"1,156"
Tirol,Leutasch,Other municipality,"2,380"
Tirol,Lienz,Other city,"11,844"
Tirol,Mariastein,Other municipality,362
Tirol,Matrei am Brenner,Market town,959
Tirol,Matrei in Osttirol,Market town,"4,667"
Tirol,Mayrhofen,Market town,"3,858"
Tirol,Mieders,Other municipality,"1,861"
Tirol,Mieming,Other municipality,"3,698"
Tirol,Mils,Other municipality,"4,377"
Tirol,Mils bei Imst,Other municipality,559
Tirol,Mötz,Other municipality,"1,219"
Tirol,Mühlbachl,Other municipality,"1,393"
Tirol,Münster,Other municipality,"3,317"
Tirol,Musau,Other municipality,391
Tirol,Mutters,Other municipality,"2,202"
Tirol,Namlos,Other municipality,72
Tirol,Nassereith,Other municipality,"2,119"
Tirol,Natters,Other municipality,"2,020"
Tirol,Nauders,Other municipality,"1,542"
Tirol,Navis,Other municipality,"2,004"
Tirol,Nesselwängle,Other municipality,455
Tirol,Neustift im Stubaital,Other municipality,"4,747"
Tirol,Niederndorf,Other municipality,"2,736"
Tirol,Niederndorferberg,Other municipality,706
Tirol,Nikolsdorf,Other municipality,894
Tirol,Nußdorf-Debant,Market town,"3,325"
Tirol,Oberhofen im Inntal,Other municipality,"1,857"
Tirol,Oberlienz,Other municipality,"1,485"
Tirol,Obernberg am Brenner,Other municipality,363
Tirol,Oberndorf in Tirol,Other municipality,"2,194"
Tirol,Oberperfuss,Other municipality,"3,043"
Tirol,Obertilliach,Other municipality,666
Tirol,Obsteig,Other municipality,"1,316"
Tirol,Oetz,Other municipality,"2,402"
Tirol,Patsch,Other municipality,"1,014"
Tirol,Pettnau,Other municipality,"1,047"
Tirol,Pettneu am Arlberg,Other municipality,"1,494"
Tirol,Pfaffenhofen,Other municipality,"1,102"
Tirol,Pfafflar,Other municipality,112
Tirol,Pflach,Other municipality,"1,397"
Tirol,Pfons,Other municipality,"1,205"
Tirol,Pfunds,Other municipality,"2,602"
Tirol,Pians,Other municipality,813
Tirol,Pill,Other municipality,"1,174"
Tirol,Pinswang,Other municipality,412
Tirol,Polling in Tirol,Other municipality,"1,130"
Tirol,Prägraten am Großvenediger,Other municipality,"1,149"
Tirol,Prutz,Other municipality,"1,825"
Tirol,Radfeld,Other municipality,"2,495"
Tirol,Ramsau im Zillertal,Other municipality,"1,617"
Tirol,Ranggen,Other municipality,"1,072"
Tirol,Rattenberg,Other city,411
Tirol,Reith bei Kitzbühel,Other municipality,"1,662"
Tirol,Reith bei Seefeld,Other municipality,"1,370"
Tirol,Reith im Alpbachtal,Other municipality,"2,722"
Tirol,Rettenschöss,Other municipality,513
Tirol,Reutte,Market town,"6,704"
Tirol,Ried im Oberinntal,Other municipality,"1,261"
Tirol,Ried im Zillertal,Other municipality,"1,280"
Tirol,Rietz,Other municipality,"2,313"
Tirol,Rinn,Other municipality,"1,877"
Tirol,Rohrberg,Other municipality,574
Tirol,Roppen,Other municipality,"1,800"
Tirol,Rum,Market town,"9,190"
Tirol,Sautens,Other municipality,"1,601"
Tirol,Scharnitz,Other municipality,"1,403"
Tirol,Schattwald,Other municipality,437
Tirol,Scheffau am Wilden Kaiser,Other municipality,"1,449"
Tirol,Schlaiten,Other municipality,474
Tirol,Schlitters,Other municipality,"1,481"
Tirol,Schmirn,Other municipality,872
Tirol,Schönberg im Stubaital,Other municipality,"1,101"
Tirol,Schönwies,Other municipality,"1,697"
Tirol,Schwaz,Other city,"13,728"
Tirol,Schwendau,Other municipality,"1,725"
Tirol,Schwendt,Other municipality,823
Tirol,Schwoich,Other municipality,"2,515"
Tirol,See,Other municipality,"1,265"
Tirol,Seefeld in Tirol,Other municipality,"3,440"
Tirol,Sellrain,Other municipality,"1,333"
Tirol,Serfaus,Other municipality,"1,134"
Tirol,Sillian,Market town,"2,051"
Tirol,Silz,Other municipality,"2,560"
Tirol,Sistrans,Other municipality,"2,255"
Tirol,Sölden,Other municipality,"3,145"
Tirol,Söll,Other municipality,"3,631"
Tirol,Spiss,Other municipality,114
Tirol,St. Anton am Arlberg,Other municipality,"2,372"
Tirol,St. Jakob in Defereggen,Other municipality,848
Tirol,St. Jakob in Haus,Other municipality,791
Tirol,St. Johann im Walde,Other municipality,285
Tirol,St. Johann in Tirol,Market town,"9,428"
Tirol,St. Leonhard im Pitztal,Other municipality,"1,382"
Tirol,St. Sigmund im Sellrain,Other municipality,175
Tirol,St. Ulrich am Pillersee,Other municipality,"1,819"
Tirol,St. Veit in Defereggen,Other municipality,670
Tirol,Stams,Other municipality,"1,495"
Tirol,Stans,Other municipality,"2,035"
Tirol,Stanz bei Landeck,Other municipality,577
Tirol,Stanzach,Other municipality,455
Tirol,Steeg,Other municipality,671
Tirol,Steinach am Brenner,Market town,"3,622"
Tirol,Steinberg am Rofan,Other municipality,286
Tirol,Strass im Zillertal,Other municipality,836
Tirol,Strassen,Other municipality,808
Tirol,Strengen,Other municipality,"1,213"
Tirol,Stumm,Other municipality,"1,885"
Tirol,Stummerberg,Other municipality,844
Tirol,Tannheim,Other municipality,"1,067"
Tirol,Tarrenz,Other municipality,"2,744"
Tirol,Telfes im Stubai,Other municipality,"1,570"
Tirol,Telfs,Market town,"15,747"
Tirol,Terfens,Other municipality,"2,184"
Tirol,Thaur,Other municipality,"3,979"
Tirol,Thiersee,Other municipality,"2,990"
Tirol,Thurn,Other municipality,608
Tirol,Tobadill,Other municipality,516
Tirol,Tösens,Other municipality,728
Tirol,Trins,Other municipality,"1,277"
Tirol,Tristach,Other municipality,"1,437"
Tirol,Tulfes,Other municipality,"1,550"
Tirol,Tux,Other municipality,"1,941"
Tirol,Uderns,Other municipality,"1,845"
Tirol,Umhausen,Other municipality,"3,220"
Tirol,Unterperfuss,Other municipality,224
Tirol,Untertilliach,Other municipality,237
Tirol,Vals,Other municipality,532
Tirol,Vils,Other city,"1,535"
Tirol,Virgen,Other municipality,"2,199"
Tirol,Volders,Other municipality,"4,464"
Tirol,Völs,Market town,"6,738"
Tirol,Vomp,Market town,"5,146"
Tirol,Vorderhornbach,Other municipality,245
Tirol,Waidring,Other municipality,"2,019"
Tirol,Walchsee,Other municipality,"1,878"
Tirol,Wängle,Other municipality,931
Tirol,Wattenberg,Other municipality,739
Tirol,Wattens,Market town,"7,881"
Tirol,Weer,Other municipality,"1,539"
Tirol,Weerberg,Other municipality,"2,482"
Tirol,Weißenbach am Lech,Other municipality,"1,250"
Tirol,Wenns,Other municipality,"2,044"
Tirol,Westendorf,Other municipality,"3,652"
Tirol,Wiesing,Other municipality,"2,124"
Tirol,Wildermieming,Other municipality,935
Tirol,Wildschönau,Other municipality,"4,242"
Tirol,Wörgl,Other city,"13,811"
Tirol,Zams,Other municipality,"3,409"
Tirol,Zell am Ziller,Market town,"1,758"
Tirol,Zellberg,Other municipality,648
Tirol,Zirl,Market town,"8,162"
Tirol,Zöblen,Other municipality,231
Vorarlberg,Alberschwende,Other municipality,"3,247"
Vorarlberg,Altach,Other municipality,"6,624"
Vorarlberg,Andelsbuch,Other municipality,"2,565"
Vorarlberg,Au,Other municipality,"1,736"
Vorarlberg,Bartholomäberg,Other municipality,"2,352"
