Federal state,Community Name,Status,Population
Oberösterreich,Aurolzmünster,Market town,"3,000"
Oberösterreich,Bachmanning,Other municipality,704
Oberösterreich,Bad Goisern am Hallstättersee,Market town,"7,450"
Oberösterreich,Bad Hall,Other city,"5,296"
Oberösterreich,Bad Ischl,Other city,"14,133"
Oberösterreich,Bad Kreuzen,Market town,"2,266"
Oberösterreich,Bad Leonfelden,Other city,"4,180"
Oberösterreich,Bad Schallerbach,Market town,"4,169"
Oberösterreich,Bad Wimsbach-Neydharting,Market town,"2,533"
Oberösterreich,Bad Zell,Market town,"2,919"
Oberösterreich,Baumgartenberg,Market town,"1,734"
Oberösterreich,Berg im Attergau,Other municipality,"1,044"
Oberösterreich,Braunau am Inn,Other city,"17,095"
Oberösterreich,Brunnenthal,Other municipality,"2,032"
Oberösterreich,Buchkirchen,Market town,"4,038"
Oberösterreich,Burgkirchen,Other municipality,"2,661"
Oberösterreich,Desselbrunn,Other municipality,"1,857"
Oberösterreich,Diersbach,Other municipality,"1,583"
Oberösterreich,Dietach,Other municipality,"3,212"
Oberösterreich,Dimbach,Market town,"1,013"
Oberösterreich,Dorf an der Pram,Other municipality,"1,039"
Oberösterreich,Ebensee am Traunsee,Market town,"7,717"
Oberösterreich,Eberschwang,Market town,"3,351"
Oberösterreich,Eberstalzell,Other municipality,"2,627"
Oberösterreich,Edlbach,Other municipality,670
Oberösterreich,Edt bei Lambach,Other municipality,"2,197"
Oberösterreich,Eferding,Other city,"4,100"
Oberösterreich,Eggelsberg,Market town,"2,365"
Oberösterreich,Eggendorf im Traunkreis,Other municipality,944
Oberösterreich,Eggerding,Other municipality,"1,320"
Oberösterreich,Eidenberg,Other municipality,"2,105"
Oberösterreich,Eitzing,Other municipality,805
Oberösterreich,Engelhartszell,Market town,942
Oberösterreich,Engerwitzdorf,Other municipality,"8,790"
Oberösterreich,Enns,Other city,"11,937"
Oberösterreich,Enzenkirchen,Other municipality,"1,772"
Oberösterreich,Eschenau im Hausruckkreis,Other municipality,"1,063"
Oberösterreich,Esternberg,Other municipality,"2,855"
Oberösterreich,Feldkirchen an der Donau,Market town,"5,361"
Oberösterreich,Feldkirchen bei Mattighofen,Other municipality,"1,978"
Oberösterreich,Fischlham,Other municipality,"1,328"
Oberösterreich,Fornach,Other municipality,976
Oberösterreich,Fraham,Other municipality,"2,395"
Oberösterreich,Frankenburg am Hausruck,Market town,"4,842"
Oberösterreich,Frankenmarkt,Market town,"3,636"
Oberösterreich,Franking,Other municipality,953
Oberösterreich,Freinberg,Other municipality,"1,458"
Oberösterreich,Freistadt,Other city,"7,909"
Oberösterreich,Gaflenz,Market town,"1,954"
Oberösterreich,Gallneukirchen,Other city,"6,492"
Oberösterreich,Gallspach,Market town,"2,772"
Oberösterreich,Gampern,Other municipality,"2,927"
Oberösterreich,Garsten,Market town,"6,711"
Oberösterreich,Gaspoltshofen,Market town,"3,566"
Oberösterreich,Geboltskirchen,Other municipality,"1,421"
Oberösterreich,Geiersberg,Other municipality,519
Oberösterreich,Geinberg,Other municipality,"1,435"
Oberösterreich,Geretsberg,Other municipality,"1,187"
Oberösterreich,Gilgenberg am Weilhart,Other municipality,"1,327"
Oberösterreich,Gmunden,Other city,"13,191"
Oberösterreich,Goldwörth,Other municipality,840
Oberösterreich,Gosau,Other municipality,"1,792"
Oberösterreich,Gramastetten,Market town,"5,102"
Oberösterreich,Grein,Other city,"2,926"
Oberösterreich,Grieskirchen,Other city,"5,002"
Oberösterreich,Großraming,Other municipality,"2,702"
Oberösterreich,Grünau im Almtal,Other municipality,"2,064"
Oberösterreich,Grünbach,Other municipality,"1,946"
Oberösterreich,Grünburg,Other municipality,"3,840"
Oberösterreich,Gschwandt,Other municipality,"2,750"
Oberösterreich,Gunskirchen,Market town,"6,037"
Oberösterreich,Gurten,Other municipality,"1,187"
Oberösterreich,Gutau,Market town,"2,724"
Oberösterreich,Haag am Hausruck,Market town,"2,176"
Oberösterreich,Hagenberg im Mühlkreis,Market town,"2,737"
Oberösterreich,Haibach im Mühlkreis,Other municipality,904
Oberösterreich,Haibach ob der Donau,Other municipality,"1,308"
Oberösterreich,Haigermoos,Other municipality,610
Oberösterreich,Hallstatt,Market town,778
Oberösterreich,Handenberg,Other municipality,"1,290"
Oberösterreich,Hargelsberg,Other municipality,"1,371"
Oberösterreich,Hartkirchen,Other municipality,"4,099"
Oberösterreich,Haslach an der Mühl,Market town,"2,536"
Oberösterreich,Heiligenberg,Other municipality,691
Oberösterreich,Helfenberg,Other municipality,"1,005"
Oberösterreich,Hellmonsödt,Market town,"2,303"
Oberösterreich,Helpfau-Uttendorf,Market town,"3,573"
Oberösterreich,Herzogsdorf,Market town,"2,506"
Oberösterreich,Hinterstoder,Other municipality,910
Oberösterreich,Hinzenbach,Other municipality,"1,999"
Oberösterreich,Hirschbach im Mühlkreis,Other municipality,"1,194"
Oberösterreich,Hochburg-Ach,Other municipality,"3,236"
Oberösterreich,Hofkirchen an der Trattnach,Market town,"1,667"
Oberösterreich,Hofkirchen im Mühlkreis,Market town,"1,520"
Oberösterreich,Hofkirchen im Traunkreis,Other municipality,"1,899"
Oberösterreich,Hohenzell,Other municipality,"2,246"
Oberösterreich,Höhnhart,Other municipality,"1,379"
Oberösterreich,Holzhausen,Other municipality,995
Oberösterreich,Hörbich,Other municipality,420
Oberösterreich,Hörsching,Market town,"6,062"
Oberösterreich,Innerschwand am Mondsee,Other municipality,"1,183"
Oberösterreich,Inzersdorf im Kremstal,Other municipality,"1,880"
Oberösterreich,Jeging,Other municipality,691
Oberösterreich,Julbach,Other municipality,"1,537"
Oberösterreich,Kallham,Other municipality,"2,498"
Oberösterreich,Kaltenberg,Other municipality,625
Oberösterreich,Katsdorf,Other municipality,"3,086"
Oberösterreich,Kefermarkt,Market town,"2,116"
Oberösterreich,Kematen am Innbach,Market town,"1,413"
Oberösterreich,Kematen an der Krems,Other municipality,"2,790"
Oberösterreich,Kirchberg bei Mattighofen,Other municipality,"1,175"
Oberösterreich,Kirchberg ob der Donau,Other municipality,"1,055"
Oberösterreich,Kirchberg-Thening,Other municipality,"2,364"
Oberösterreich,Kirchdorf am Inn,Other municipality,636
Oberösterreich,Kirchdorf an der Krems,Other city,"4,502"
Oberösterreich,Kirchham,Other municipality,"2,139"
Oberösterreich,Kirchheim im Innkreis,Other municipality,716
Oberösterreich,Kirchschlag bei Linz,Other municipality,"2,138"
Oberösterreich,Klaffer am Hochficht,Other municipality,"1,311"
Oberösterreich,Klam,Market town,918
Oberösterreich,Klaus an der Pyhrnbahn,Other municipality,"1,063"
Oberösterreich,Kleinzell im Mühlkreis,Other municipality,"1,546"
Oberösterreich,Kollerschlag,Market town,"1,520"
Oberösterreich,Königswiesen,Market town,"3,113"
Oberösterreich,Kopfing im Innkreis,Market town,"2,008"
Oberösterreich,Kremsmünster,Market town,"6,585"
Oberösterreich,Krenglbach,Other municipality,"3,158"
Oberösterreich,Kronstorf,Market town,"3,389"
Oberösterreich,Laakirchen,Other city,"9,861"
Oberösterreich,Lambach,Market town,"3,435"
Oberösterreich,Lambrechten,Other municipality,"1,300"
Oberösterreich,Langenstein,Other municipality,"2,534"
Oberösterreich,Lasberg,Market town,"2,748"
Oberösterreich,Laussa,Other municipality,"1,227"
Oberösterreich,Lembach im Mühlkreis,Market town,"1,530"
Oberösterreich,Lengau,Other municipality,"4,738"
Oberösterreich,Lenzing,Market town,"5,043"
Oberösterreich,Leonding,Other city,"28,698"
Oberösterreich,Leopoldschlag,Market town,"1,023"
Oberösterreich,Lichtenau im Mühlkreis,Other municipality,498
Oberösterreich,Lichtenberg,Other municipality,"2,637"
Oberösterreich,Liebenau,Market town,"1,597"
Oberösterreich,Linz,Statutory city,"204,846"
Oberösterreich,Lochen am See,Other municipality,"2,754"
Oberösterreich,Lohnsburg am Kobernaußerwald,Market town,"2,234"
Oberösterreich,Losenstein,Other municipality,"1,604"
Oberösterreich,Luftenberg an der Donau,Market town,"4,057"
Oberösterreich,Manning,Other municipality,795
Oberösterreich,Marchtrenk,Other city,"13,603"
Oberösterreich,Maria Neustift,Other municipality,"1,592"
Oberösterreich,Maria Schmolln,Other municipality,"1,414"
Oberösterreich,Mattighofen,Other city,"6,524"
Oberösterreich,Mauerkirchen,Market town,"2,566"
Oberösterreich,Mauthausen,Market town,"4,936"
Oberösterreich,Mayrhof,Other municipality,322
Oberösterreich,Meggenhofen,Other municipality,"1,514"
Oberösterreich,Mehrnbach,Other municipality,"2,363"
Oberösterreich,Mettmach,Market town,"2,355"
Oberösterreich,Michaelnbach,Other municipality,"1,263"
Oberösterreich,Micheldorf in Oberösterreich,Market town,"5,854"
Oberösterreich,Mining,Other municipality,"1,195"
Oberösterreich,Mitterkirchen im Machland,Market town,"1,718"
Oberösterreich,Molln,Market town,"3,653"
Oberösterreich,Mondsee,Market town,"3,734"
Oberösterreich,Moosbach,Other municipality,"1,042"
Oberösterreich,Moosdorf,Other municipality,"1,638"
Oberösterreich,Mörschwang,Other municipality,328
Oberösterreich,Mühlheim am Inn,Other municipality,661
Oberösterreich,Munderfing,Other municipality,"3,063"
Oberösterreich,Münzbach,Market town,"1,814"
Oberösterreich,Münzkirchen,Market town,"2,572"
Oberösterreich,Naarn im Machlande,Market town,"3,690"
Oberösterreich,Natternbach,Market town,"2,305"
Oberösterreich,Nebelberg,Other municipality,632
Oberösterreich,Neufelden,Market town,"1,276"
Oberösterreich,Neuhofen an der Krems,Market town,"6,269"
Oberösterreich,Neuhofen im Innkreis,Other municipality,"2,408"
Oberösterreich,Neukirchen am Walde,Market town,"1,633"
Oberösterreich,Neukirchen an der Enknach,Other municipality,"2,212"
Oberösterreich,Neukirchen an der Vöckla,Other municipality,"2,559"
Oberösterreich,Neukirchen bei Lambach,Other municipality,917
Oberösterreich,Neumarkt im Hausruckkreis,Market town,"1,465"
Oberösterreich,Neumarkt im Mühlkreis,Market town,"3,163"
Oberösterreich,Neustift im Mühlkreis,Other municipality,"1,461"
Oberösterreich,Niederkappel,Other municipality,985
Oberösterreich,Niederneukirchen,Other municipality,"2,073"
Oberösterreich,Niederthalheim,Other municipality,"1,125"
Oberösterreich,Niederwaldkirchen,Market town,"1,816"
Oberösterreich,Nußbach,Other municipality,"2,286"
Oberösterreich,Nußdorf am Attersee,Other municipality,"1,128"
Oberösterreich,Oberhofen am Irrsee,Other municipality,"1,646"
Oberösterreich,Oberkappel,Market town,725
Oberösterreich,Obernberg am Inn,Market town,"1,633"
Oberösterreich,Oberndorf bei Schwanenstadt,Other municipality,"1,416"
Oberösterreich,Oberneukirchen,Market town,"3,202"
Oberösterreich,Oberschlierbach,Other municipality,484
Oberösterreich,Obertraun,Other municipality,726
Oberösterreich,Oberwang,Other municipality,"1,708"
Oberösterreich,Oepping,Other municipality,"1,510"
Oberösterreich,Offenhausen,Market town,"1,638"
Oberösterreich,Oftering,Other municipality,"2,076"
Oberösterreich,Ohlsdorf,Other municipality,"5,209"
Oberösterreich,Ort im Innkreis,Other municipality,"1,275"
Oberösterreich,Ostermiething,Market town,"3,296"
Oberösterreich,Ottenschlag im Mühlkreis,Other municipality,539
Oberösterreich,Ottensheim,Market town,"4,721"
Oberösterreich,Ottnang am Hausruck,Market town,"3,990"
Oberösterreich,Pabneukirchen,Market town,"1,706"
Oberösterreich,Palting,Other municipality,938
Oberösterreich,Pasching,Other municipality,"7,552"
Oberösterreich,Pattigham,Other municipality,928
Oberösterreich,Peilstein im Mühlviertel,Market town,"1,541"
Oberösterreich,Pennewang,Other municipality,888
Oberösterreich,Perg,Other city,"8,388"
Oberösterreich,Perwang am Grabensee,Other municipality,997
Oberösterreich,Peterskirchen,Other municipality,700
Oberösterreich,Pettenbach,Market town,"5,272"
Oberösterreich,Peuerbach,Other city,"4,483"
Oberösterreich,Pfaffing,Other municipality,"1,482"
Oberösterreich,Pfaffstätt,Other municipality,"1,101"
Oberösterreich,Pfarrkirchen bei Bad Hall,Other municipality,"2,244"
Oberösterreich,Pfarrkirchen im Mühlkreis,Other municipality,"1,474"
Oberösterreich,Piberbach,Other municipality,"1,902"
Oberösterreich,Pichl bei Wels,Market town,"2,863"
Oberösterreich,Pierbach,Other municipality,"1,011"
Oberösterreich,Pilsbach,Other municipality,629
Oberösterreich,Pinsdorf,Other municipality,"3,849"
Oberösterreich,Pischelsdorf am Engelbach,Other municipality,"1,672"
Oberösterreich,Pitzenberg,Other municipality,524
Oberösterreich,Pollham,Other municipality,984
Oberösterreich,Polling im Innkreis,Other municipality,997
Oberösterreich,Pöndorf,Other municipality,"2,386"
Oberösterreich,Pötting,Other municipality,541
Oberösterreich,Pram,Market town,"1,708"
Oberösterreich,Prambachkirchen,Market town,"2,919"
Oberösterreich,Pramet,Other municipality,"1,030"
Oberösterreich,Pregarten,Other city,"5,293"
Oberösterreich,Puchenau,Other municipality,"4,445"
Oberösterreich,Puchkirchen am Trattberg,Other municipality,"1,036"
Oberösterreich,Pucking,Market town,"3,904"
Oberösterreich,Pühret,Other municipality,613
Oberösterreich,Pupping,Other municipality,"1,824"
Oberösterreich,Putzleinsdorf,Market town,"1,553"
Oberösterreich,Raab,Market town,"2,270"
Oberösterreich,Rainbach im Innkreis,Other municipality,"1,478"
Oberösterreich,Rainbach im Mühlkreis,Market town,"2,959"
Oberösterreich,Rechberg,Other municipality,996
Oberösterreich,Redleiten,Other municipality,537
Oberösterreich,Redlham,Other municipality,"1,515"
Oberösterreich,Regau,Market town,"6,780"
Oberösterreich,Reichenau im Mühlkreis,Market town,"1,329"
Oberösterreich,Reichenthal,Market town,"1,513"
Oberösterreich,Reichersberg,Market town,"1,511"
Oberösterreich,Reichraming,Other municipality,"1,742"
Oberösterreich,Ried im Innkreis,Other city,"11,903"
Oberösterreich,Ried im Traunkreis,Other municipality,"2,739"
Oberösterreich,Ried in der Riedmark,Market town,"4,210"
Oberösterreich,Riedau,Market town,"2,069"
Oberösterreich,Rohr im Kremstal,Other municipality,"1,374"
Oberösterreich,Rohrbach-Berg,Other city,"5,134"
Oberösterreich,Roitham am Traunfall,Other municipality,"2,001"
Oberösterreich,Rosenau am Hengstpaß,Other municipality,663
Oberösterreich,Roßbach,Other municipality,935
Oberösterreich,Roßleithen,Other municipality,"1,889"
Oberösterreich,Rottenbach,Other municipality,"1,105"
Oberösterreich,Rüstorf,Other municipality,"2,104"
Oberösterreich,Rutzenham,Other municipality,298
Oberösterreich,Sandl,Other municipality,"1,384"
Oberösterreich,Sarleinsbach,Market town,"2,284"
Oberösterreich,Sattledt,Market town,"2,668"
Oberösterreich,Saxen,Market town,"1,820"
Oberösterreich,Schalchen,Other municipality,"3,877"
Oberösterreich,Schardenberg,Market town,"2,407"
Oberösterreich,Schärding,Other city,"5,253"
Oberösterreich,Scharnstein,Market town,"4,819"
Oberösterreich,Scharten,Other municipality,"2,252"
Oberösterreich,Schenkenfelden,Market town,"1,569"
Oberösterreich,Schiedlberg,Other municipality,"1,224"
Oberösterreich,Schildorn,Other municipality,"1,227"
Oberösterreich,Schlatt,Other municipality,"1,399"
Oberösterreich,Schleißheim,Other municipality,"1,389"
Oberösterreich,Schlierbach,Other municipality,"2,858"
Oberösterreich,Schlüßlberg,Market town,"3,091"
Oberösterreich,Schönau im Mühlkreis,Other municipality,"1,941"
Oberösterreich,Schörfling am Attersee,Market town,"3,438"
Oberösterreich,Schwand im Innkreis,Other municipality,972
Oberösterreich,Schwanenstadt,Other city,"4,264"
Oberösterreich,Schwarzenberg am Böhmerwald,Other municipality,566
Oberösterreich,Schwertberg,Market town,"5,365"
Oberösterreich,Seewalchen am Attersee,Market town,"5,491"
Oberösterreich,Senftenbach,Other municipality,772
Oberösterreich,Sierning,Market town,"9,371"
Oberösterreich,Sigharting,Other municipality,848
Oberösterreich,Sipbachzell,Other municipality,"1,975"
Oberösterreich,Sonnberg im Mühlkreis,Other municipality,966
Oberösterreich,Spital am Pyhrn,Other municipality,"2,238"
Oberösterreich,St. Aegidi,Other municipality,"1,556"
Oberösterreich,St. Agatha,Other municipality,"2,116"
Oberösterreich,St. Florian,Market town,"6,176"
Oberösterreich,St. Florian am Inn,Market town,"3,150"
Oberösterreich,St. Georgen am Fillmannsbach,Other municipality,404
Oberösterreich,St. Georgen am Walde,Market town,"2,006"
Oberösterreich,St. Georgen an der Gusen,Market town,"4,119"
Oberösterreich,St. Georgen bei Grieskirchen,Other municipality,"1,336"
Oberösterreich,St. Georgen bei Obernberg am Inn,Other municipality,569
Oberösterreich,St. Georgen im Attergau,Market town,"4,375"
Oberösterreich,St. Gotthard im Mühlkreis,Other municipality,"1,332"
Oberösterreich,St. Johann am Walde,Other municipality,"2,051"
Oberösterreich,St. Johann am Wimberg,Other municipality,"1,029"
Oberösterreich,St. Konrad,Other municipality,"1,115"
Oberösterreich,St. Leonhard bei Freistadt,Market town,"1,394"
Oberösterreich,St. Lorenz,Other municipality,"2,493"
Oberösterreich,St. Marien,Other municipality,"4,769"
Oberösterreich,St. Marienkirchen am Hausruck,Other municipality,888
Oberösterreich,St. Marienkirchen an der Polsenz,Market town,"2,337"
Oberösterreich,St. Marienkirchen bei Schärding,Other municipality,"1,832"
Oberösterreich,St. Martin im Innkreis,Market town,"2,055"
Oberösterreich,St. Martin im Mühlkreis,Market town,"3,757"
Oberösterreich,St. Nikola an der Donau,Market town,798
Oberösterreich,St. Oswald bei Freistadt,Market town,"2,901"
Oberösterreich,St. Oswald bei Haslach,Other municipality,501
Oberösterreich,St. Pankraz,Other municipality,362
Oberösterreich,St. Pantaleon,Other municipality,"3,085"
Oberösterreich,St. Peter am Hart,Other municipality,"2,447"
Oberösterreich,St. Peter am Wimberg,Market town,"1,770"
Oberösterreich,St. Radegund,Other municipality,589
Oberösterreich,St. Roman,Other municipality,"1,711"
Oberösterreich,St. Stefan am Walde,Other municipality,804
Oberösterreich,St. Thomas,Other municipality,545
Oberösterreich,St. Thomas am Blasenstein,Market town,927
Oberösterreich,St. Ulrich bei Steyr,Other municipality,"2,969"
Oberösterreich,St. Ulrich im Mühlkreis,Other municipality,633
Oberösterreich,St. Veit im Innkreis,Other municipality,408
Oberösterreich,St. Veit im Mühlkreis,Other municipality,"1,206"
Oberösterreich,St. Willibald,Other municipality,"1,100"
Oberösterreich,St. Wolfgang im Salzkammergut,Market town,"2,770"
Oberösterreich,Stadl-Paura,Market town,"5,053"
Oberösterreich,Steegen,Other municipality,"1,049"
Oberösterreich,Steinbach am Attersee,Other municipality,866
Oberösterreich,Steinbach am Ziehberg,Other municipality,828
Oberösterreich,Steinbach an der Steyr,Other municipality,"2,009"
Oberösterreich,Steinerkirchen an der Traun,Market town,"2,371"
Oberösterreich,Steinhaus,Other municipality,"2,187"
Oberösterreich,Steyr,Statutory city,"38,331"
Oberösterreich,Steyregg,Other city,"4,889"
Oberösterreich,Straß im Attergau,Other municipality,"1,471"
Oberösterreich,Stroheim,Other municipality,"1,555"
Oberösterreich,Suben,Other municipality,"1,508"
Oberösterreich,Taiskirchen im Innkreis,Market town,"2,407"
Oberösterreich,Tarsdorf,Other municipality,"2,068"
Oberösterreich,Taufkirchen an der Pram,Market town,"2,925"
Oberösterreich,Taufkirchen an der Trattnach,Market town,"1,970"
Oberösterreich,Ternberg,Market town,"3,367"
Oberösterreich,Thalheim bei Wels,Market town,"5,482"
Oberösterreich,Tiefgraben,Other municipality,"3,974"
Oberösterreich,Timelkam,Market town,"5,708"
Oberösterreich,Tollet,Other municipality,920
Oberösterreich,Tragwein,Market town,"3,082"
Oberösterreich,Traun,Other city,"24,477"
Oberösterreich,Traunkirchen,Other municipality,"1,624"
Oberösterreich,Treubach,Other municipality,725
Oberösterreich,Tumeltsham,Other municipality,"1,590"
Oberösterreich,Überackern,Other municipality,685
Oberösterreich,Ulrichsberg,Market town,"2,843"
Oberösterreich,Ungenach,Other municipality,"1,492"
Oberösterreich,Unterach am Attersee,Other municipality,"1,448"
Oberösterreich,Unterweißenbach,Market town,"2,192"
Oberösterreich,Unterweitersdorf,Other municipality,"2,082"
Oberösterreich,Utzenaich,Other municipality,"1,536"
Oberösterreich,Vichtenstein,Other municipality,611
Oberösterreich,Vöcklabruck,Other city,"12,299"
Oberösterreich,Vöcklamarkt,Market town,"4,924"
Oberösterreich,Vorchdorf,Market town,"7,475"
Oberösterreich,Vorderstoder,Other municipality,810
Oberösterreich,Vorderweißenbach,Market town,"2,653"
Oberösterreich,Waizenkirchen,Market town,"3,729"
Oberösterreich,Waldburg,Other municipality,"1,375"
Oberösterreich,Waldhausen im Strudengau,Market town,"2,870"
Oberösterreich,Walding,Market town,"4,095"
Oberösterreich,Waldkirchen am Wesen,Other municipality,"1,171"
Oberösterreich,Waldneukirchen,Other municipality,"2,242"
Oberösterreich,Waldzell,Other municipality,"2,177"
Oberösterreich,Wallern an der Trattnach,Market town,"3,039"
Oberösterreich,Wartberg an der Krems,Market town,"2,993"
Oberösterreich,Wartberg ob der Aist,Market town,"4,222"
Oberösterreich,Weibern,Other municipality,"1,717"
Oberösterreich,Weilbach,Other municipality,604
Oberösterreich,Weißenkirchen im Attergau,Other municipality,964
Oberösterreich,Weißkirchen an der Traun,Other municipality,"3,430"
Oberösterreich,Weitersfelden,Market town,"1,042"
Oberösterreich,Wels,Statutory city,"61,233"
Oberösterreich,Wendling,Other municipality,838
Oberösterreich,Weng im Innkreis,Other municipality,"1,394"
Oberösterreich,Wernstein am Inn,Other municipality,"1,566"
Oberösterreich,Weyer,Market town,"4,258"
Oberösterreich,Weyregg am Attersee,Other municipality,"1,588"
Oberösterreich,Wilhering,Market town,"5,911"
Oberösterreich,Windhaag bei Freistadt,Market town,"1,579"
Oberösterreich,Windhaag bei Perg,Other municipality,"1,508"
Oberösterreich,Windischgarsten,Market town,"2,392"
Oberösterreich,Wippenham,Other municipality,578
Oberösterreich,Wolfern,Market town,"3,173"
Oberösterreich,Wolfsegg am Hausruck,Market town,"1,982"
Oberösterreich,Zell am Moos,Other municipality,"1,575"
Oberösterreich,Zell am Pettenfirst,Other municipality,"1,236"
Oberösterreich,Zell an der Pram,Other municipality,"2,021"
Oberösterreich,Zwettl an der Rodl,Market town,"1,752"
Salzburg,Abtenau,Market town,"5,842"
Salzburg,Adnet,Other municipality,"3,557"
Salzburg,Altenmarkt im Pongau,Market town,"4,218"
Salzburg,Anif,Other municipality,"4,195"
Salzburg,Annaberg-Lungötz,Other municipality,"2,203"
Salzburg,Anthering,Other municipality,"3,734"
Salzburg,Bad Gastein,Other municipality,"3,980"
Salzburg,Bad Hofgastein,Market town,"6,914"
Salzburg,Bad Vigaun,Other municipality,"2,091"
Salzburg,Bergheim,Other municipality,"5,388"
Salzburg,Berndorf bei Salzburg,Other municipality,"1,689"
Salzburg,Bischofshofen,Other city,"10,540"
Salzburg,Bramberg am Wildkogel,Other municipality,"3,936"
Salzburg,Bruck an der Großglocknerstraße,Other municipality,"4,699"
Salzburg,Bürmoos,Other municipality,"4,899"
Salzburg,Dienten am Hochkönig,Other municipality,761
Salzburg,Dorfbeuern,Other municipality,"1,547"
Salzburg,Dorfgastein,Other municipality,"1,614"
Salzburg,Eben im Pongau,Other municipality,"2,446"
Salzburg,Ebenau,Other municipality,"1,439"
Salzburg,Elixhausen,Other municipality,"2,963"
Salzburg,Elsbethen,Other municipality,"5,424"
Salzburg,Eugendorf,Market town,"6,937"
Salzburg,Faistenau,Other municipality,"3,103"
Salzburg,Filzmoos,Other municipality,"1,484"
Salzburg,Flachau,Other municipality,"2,813"
Salzburg,Forstau,Other municipality,540
Salzburg,Fusch an der Großglocknerstraße,Other municipality,719
Salzburg,Fuschl am See,Other municipality,"1,520"
Salzburg,Goldegg,Other municipality,"2,533"
Salzburg,Golling an der Salzach,Market town,"4,271"
Salzburg,Göming,Other municipality,764
Salzburg,Göriach,Other municipality,337
Salzburg,Grödig,Market town,"7,262"
Salzburg,Großarl,Market town,"3,825"
Salzburg,Großgmain,Other municipality,"2,615"
Salzburg,Hallein,Other city,"21,150"
Salzburg,Hallwang,Other municipality,"4,189"
Salzburg,Henndorf am Wallersee,Other municipality,"4,947"
Salzburg,Hintersee,Other municipality,443
Salzburg,Hof bei Salzburg,Other municipality,"3,562"
Salzburg,Hollersbach im Pinzgau,Other municipality,"1,220"
Salzburg,Hüttau,Other municipality,"1,492"
Salzburg,Hüttschlag,Other municipality,911
Salzburg,Kaprun,Other municipality,"3,177"
Salzburg,Kleinarl,Other municipality,792
Salzburg,Koppl,Other municipality,"3,472"
Salzburg,Köstendorf,Other municipality,"2,631"
Salzburg,Krimml,Other municipality,847
Salzburg,Krispl,Other municipality,889
Salzburg,Kuchl,Market town,"7,274"
Salzburg,Lamprechtshausen,Other municipality,"4,037"
Salzburg,Lend,Other municipality,"1,368"
Salzburg,Leogang,Other municipality,"3,263"
Salzburg,Lessach,Other municipality,555
Salzburg,Lofer,Market town,"2,037"
Salzburg,Maishofen,Other municipality,"3,601"
Salzburg,Maria Alm am Steinernen Meer,Other municipality,"2,197"
Salzburg,Mariapfarr,Other municipality,"2,375"
Salzburg,Mattsee,Market town,"3,263"
Salzburg,Mauterndorf,Market town,"1,639"
Salzburg,Mittersill,Other city,"5,380"
Salzburg,Mühlbach am Hochkönig,Other municipality,"1,461"
Salzburg,Muhr,Other municipality,510
Salzburg,Neukirchen am Großvenediger,Market town,"2,517"
Salzburg,Neumarkt am Wallersee,Other city,"6,297"
Salzburg,Niedernsill,Other municipality,"2,694"
Salzburg,Nußdorf am Haunsberg,Other municipality,"2,383"
Salzburg,Oberalm,Market town,"4,325"
Salzburg,Oberndorf bei Salzburg,Other city,"5,815"
Salzburg,Obertrum am See,Market town,"4,808"
Salzburg,Pfarrwerfen,Other municipality,"2,292"
Salzburg,Piesendorf,Other municipality,"3,790"
Salzburg,Plainfeld,Other municipality,"1,237"
Salzburg,Puch bei Hallein,Other municipality,"4,675"
Salzburg,Radstadt,Other city,"4,823"
Salzburg,Ramingstein,Other municipality,"1,059"
Salzburg,Rauris,Market town,"3,044"
Salzburg,Rußbach am Paß Gschütt,Other municipality,767
Salzburg,Saalbach-Hinterglemm,Other municipality,"2,859"
Salzburg,Saalfelden am Steinernen Meer,Other city,"16,700"
Salzburg,Salzburg,Statutory city,"153,377"
Salzburg,Sankt Andrä im Lungau,Other municipality,761
Salzburg,Sankt Georgen bei Salzburg,Other municipality,"2,954"
Salzburg,Sankt Gilgen,Other municipality,"3,915"
Salzburg,Sankt Johann im Pongau,Other city,"10,944"
Salzburg,Sankt Koloman,Other municipality,"1,725"
Salzburg,Sankt Margarethen im Lungau,Other municipality,725
Salzburg,Sankt Martin am Tennengebirge,Other municipality,"1,666"
Salzburg,Sankt Martin bei Lofer,Other municipality,"1,153"
Salzburg,Sankt Michael im Lungau,Market town,"3,520"
Salzburg,Sankt Veit im Pongau,Market town,"3,788"
Salzburg,Scheffau am Tennengebirge,Other municipality,"1,395"
Salzburg,Schleedorf,Other municipality,"1,069"
Salzburg,Schwarzach im Pongau,Market town,"3,515"
Salzburg,Seeham,Other municipality,"1,939"
Salzburg,Seekirchen am Wallersee,Other city,"10,764"
Salzburg,Straßwalchen,Market town,"7,420"
Salzburg,Strobl,Other municipality,"3,645"
Salzburg,Stuhlfelden,Other municipality,"1,604"
Salzburg,Tamsweg,Market town,"5,717"
Salzburg,Taxenbach,Market town,"2,747"
Salzburg,Thalgau,Market town,"5,931"
Salzburg,Thomatal,Other municipality,333
Salzburg,Tweng,Other municipality,276
Salzburg,Unken,Other municipality,"1,954"
Salzburg,Unternberg,Other municipality,"1,035"
Salzburg,Untertauern,Other municipality,466
Salzburg,Uttendorf,Other municipality,"2,982"
Salzburg,Viehhofen,Other municipality,603
Salzburg,Wagrain,Market town,"3,085"
Salzburg,Wald im Pinzgau,Other municipality,"1,124"
